Recency,Frequency,Monetary,R,F,M
408,3,73.03,3,3,3
54,3,44.22,4,3,3
541,1,44.75,1,1,3
149,3,257.88,4,3,4
541,1,31.32,1,1,2
541,1,14.37,1,1,1
517,2,46.95,1,3,3
409,3,86.38,3,3,3
496,2,40.6,2,3,2
541,1,21.74,1,1,2
540,1,54.67,1,1,3
423,4,74.62,3,4,3
541,1,38.99,1,1,2
541,1,96.36,1,1,3
541,1,19.7,1,1,1
263,2,24.76,3,3,2
541,1,9.97,1,1,1
53,8,224.9,4,4,4
531,2,51.75,1,3,3
541,1,29.73,1,1,2
345,2,73.44,3,3,3
541,1,14.7,1,1,1
541,1,24.98,1,1,2
541,1,62.25,1,1,3
14,5,113.32,4,4,4
374,3,154.18,3,3,4
371,2,28.14,3,3,2
541,1,14.48,1,1,1
450,3,243.61,3,3,4
415,5,204.93,3,4,4
541,1,31.32,1,1,2
60,9,357.96,4,4,4
541,1,55.88,1,1,3
541,1,33.96,1,1,2
489,2,108.93,2,3,4
541,1,12.77,1,1,1
28,3,215.17,4,3,4
541,1,283.97,1,1,4
263,4,74.34,3,4,3
541,1,15.99,1,1,1
136,2,93.91,4,3,3
497,1,42.7,2,1,2
541,1,75.82,1,1,3
541,1,11.77,1,1,1
30,5,149.13,4,4,4
434,3,178.27,3,3,4
539,1,32.31,1,1,2
489,2,71.62,2,3,3
541,1,14.37,1,1,1
541,1,21.76,1,1,2
541,1,13.97,1,1,1
541,1,11.77,1,1,1
121,3,108.0,4,3,4
541,1,25.74,1,1,2
541,1,33.4,1,1,2
447,3,108.14,3,3,4
496,3,93.18,2,3,3
541,1,31.52,1,1,2
541,1,155.37,1,1,4
541,1,29.92,1,1,2
541,1,11.77,1,1,1
541,1,14.96,1,1,1
397,2,52.48,3,3,3
541,1,45.31,1,1,3
479,2,63.54,2,3,3
198,3,132.03,4,3,4
541,1,71.45,1,1,3
83,7,151.9,4,4,4
420,3,65.06,3,3,3
541,1,14.37,1,1,1
19,4,226.71,4,4,4
541,1,14.37,1,1,1
541,1,26.99,1,1,2
541,1,68.84,1,1,3
7,4,63.83,4,4,3
317,3,176.4,3,3,4
9,48,3324.49,4,4,4
34,3,45.84,4,3,3
541,1,66.0,1,1,3
541,1,14.99,1,1,1
541,1,29.98,1,1,2
89,2,79.73,4,3,3
3,11,322.23,4,4,4
36,4,185.1,4,4,4
65,13,295.03,4,4,4
205,4,83.29,4,4,3
40,6,183.82,4,4,4
541,1,47.07,1,1,3
279,4,110.47,3,4,4
541,1,17.56,1,1,1
461,2,103.61,3,3,3
5,10,290.18,4,4,4
541,1,24.99,1,1,2
17,10,183.23,4,4,4
531,2,21.75,1,3,2
541,1,13.97,1,1,1
541,1,155.24,1,1,4
541,1,11.77,1,1,1
13,12,301.3,4,4,4
365,4,71.09,3,4,3
540,1,51.88,1,1,3
541,1,41.1,1,1,2
71,2,62.69,4,3,3
541,1,40.67,1,1,2
541,1,14.37,1,1,1
373,3,56.46,3,3,3
116,15,190.81,4,4,4
541,1,13.97,1,1,1
541,1,75.45,1,1,3
125,4,93.0,4,4,3
541,1,11.77,1,1,1
541,1,33.99,1,1,2
184,2,48.97,4,3,3
540,1,19.99,1,1,1
541,1,14.37,1,1,1
519,1,14.96,1,1,1
541,1,9.77,1,1,1
423,2,23.54,3,3,2
127,4,56.71,4,4,3
162,4,138.46,4,4,4
321,2,81.77,3,3,3
541,1,19.96,1,1,1
541,1,26.13,1,1,2
460,2,28.14,3,3,2
540,1,64.28,1,1,3
541,1,14.37,1,1,1
541,1,13.99,1,1,1
541,1,13.97,1,1,1
541,1,14.99,1,1,1
541,1,71.63,1,1,3
66,4,79.38,4,4,3
32,7,126.87,4,4,4
541,1,42.98,1,1,2
540,1,32.95,1,1,2
541,1,11.77,1,1,1
59,4,169.03,4,4,4
541,1,16.0,1,1,1
417,2,35.91,3,3,2
541,1,13.97,1,1,1
541,1,16.7,1,1,1
492,1,29.9,2,1,2
497,2,32.71,2,3,2
500,1,43.11,2,1,2
541,1,19.96,1,1,1
541,1,28.14,1,1,2
541,1,26.73,1,1,2
91,8,98.77,4,4,3
540,2,34.56,1,3,2
541,1,37.97,1,1,2
541,1,96.41,1,1,3
293,4,52.53,3,4,3
107,2,161.76,4,3,4
526,2,20.15,1,3,2
143,2,148.97,4,3,4
305,4,76.61,3,4,3
284,5,164.03,3,4,4
308,2,94.93,3,3,3
507,1,15.9,1,1,1
509,3,382.23,1,3,4
100,11,1244.34,4,4,4
509,1,15.76,1,1,1
541,1,17.9,1,1,1
515,2,86.2,1,3,3
541,1,9.98,1,1,1
541,1,109.9,1,1,4
73,8,415.29,4,4,4
541,1,41.5,1,1,2
493,1,13.97,2,1,1
40,11,450.1,4,4,4
30,13,468.04,4,4,4
541,1,14.99,1,1,1
541,1,28.19,1,1,2
541,1,34.9,1,1,2
540,1,53.08,1,1,3
2,15,462.94,4,4,4
541,1,77.07,1,1,3
541,1,14.79,1,1,1
541,1,15.36,1,1,1
224,2,59.44,3,3,3
541,1,12.97,1,1,1
541,1,22.53,1,1,2
11,8,371.08,4,4,4
496,3,43.73,2,3,3
230,5,367.82,3,4,4
541,1,11.99,1,1,1
541,1,43.09,1,1,2
529,1,16.3,1,1,1
57,5,171.06,4,4,4
541,1,45.29,1,1,3
135,3,92.7,4,3,3
541,1,23.99,1,1,2
541,1,21.99,1,1,2
23,16,746.04,4,4,4
164,4,130.72,4,4,4
541,1,28.93,1,1,2
526,2,41.91,1,3,2
541,1,26.73,1,1,2
540,1,40.69,1,1,2
9,2,127.94,4,3,4
541,1,11.99,1,1,1
355,2,60.05,3,3,3
389,4,277.83,3,4,4
321,6,403.25,3,4,4
541,1,14.37,1,1,1
487,1,14.37,2,1,1
66,5,80.88,4,4,3
541,1,31.51,1,1,2
541,1,25.74,1,1,2
541,1,9.97,1,1,1
240,9,286.32,3,4,4
206,2,95.97,4,3,3
514,2,37.74,1,3,2
541,1,72.64,1,1,3
541,1,11.99,1,1,1
461,2,55.93,3,3,3
541,1,15.36,1,1,1
541,1,26.34,1,1,2
541,1,12.77,1,1,1
150,5,198.94,4,4,4
541,1,20.99,1,1,2
541,1,56.51,1,1,3
535,1,63.11,1,1,3
133,6,80.53,4,4,3
266,2,38.03,3,3,2
233,7,141.91,3,4,4
131,9,347.61,4,4,4
541,1,56.5,1,1,3
541,1,25.74,1,1,2
296,8,298.46,3,4,4
541,1,29.92,1,1,2
541,1,24.77,1,1,2
541,1,14.9,1,1,1
162,4,123.71,4,4,4
26,4,48.72,4,4,3
541,1,44.37,1,1,3
541,1,38.39,1,1,2
541,1,36.36,1,1,2
153,5,132.57,4,4,4
540,1,15.36,1,1,1
435,2,69.67,3,3,3
226,2,65.3,3,3,3
541,1,9.77,1,1,1
530,2,24.98,1,3,2
1,6,243.45,4,4,4
90,5,389.84,4,4,4
394,3,166.3,3,3,4
86,4,187.07,4,4,4
56,8,202.05,4,4,4
374,2,43.21,3,3,2
541,1,28.74,1,1,2
148,5,86.22,4,4,3
541,1,64.84,1,1,3
541,1,14.37,1,1,1
154,4,112.71,4,4,4
36,11,958.29,4,4,4
451,2,66.93,3,3,3
7,4,89.63,4,4,3
540,1,39.98,1,1,2
540,1,65.85,1,1,3
112,2,88.4,4,3,3
540,1,28.74,1,1,2
540,1,34.74,1,1,2
540,1,34.47,1,1,2
540,1,13.97,1,1,1
228,3,78.08,3,3,3
540,1,14.96,1,1,1
483,3,110.63,2,3,4
540,1,23.95,1,1,2
540,1,55.23,1,1,3
330,2,39.29,3,3,2
540,1,59.13,1,1,3
540,1,14.37,1,1,1
539,2,47.66,1,3,3
334,2,41.5,3,3,2
540,1,29.33,1,1,2
540,1,39.0,1,1,2
540,1,22.7,1,1,2
534,1,12.97,1,1,1
540,1,283.97,1,1,4
371,2,172.01,3,3,4
31,8,272.31,4,4,4
540,1,116.73,1,1,4
540,1,50.27,1,1,3
540,1,53.05,1,1,3
540,1,81.26,1,1,3
232,2,86.61,3,3,3
191,3,62.46,4,3,3
497,2,104.6,2,3,3
99,6,122.5,4,4,4
62,3,114.82,4,3,4
138,6,327.44,4,4,4
505,1,90.56,2,1,3
95,3,83.44,4,3,3
505,2,112.04,2,3,4
508,3,115.59,1,3,4
540,1,30.0,1,1,2
540,1,45.29,1,1,3
191,2,69.42,4,3,3
540,1,125.82,1,1,4
540,1,13.97,1,1,1
540,1,26.14,1,1,2
538,1,18.99,1,1,1
540,1,38.5,1,1,2
540,1,13.97,1,1,1
540,1,26.14,1,1,2
187,3,152.38,4,3,4
198,5,208.99,4,4,4
540,1,69.22,1,1,3
539,1,105.57,1,1,3
28,4,139.79,4,4,4
28,13,388.7,4,4,4
540,1,63.69,1,1,3
60,7,151.33,4,4,4
540,1,32.98,1,1,2
540,1,33.99,1,1,2
540,1,27.94,1,1,2
540,1,45.33,1,1,3
540,1,52.27,1,1,3
538,2,66.22,1,3,3
324,4,135.3,3,4,4
540,1,14.79,1,1,1
540,1,87.4,1,1,3
540,1,12.49,1,1,1
469,5,144.86,3,4,4
540,1,34.94,1,1,2
106,4,101.18,4,4,3
343,4,119.93,3,4,4
540,1,11.77,1,1,1
468,3,163.85,3,3,4
234,2,71.97,3,3,3
540,1,14.37,1,1,1
540,1,25.99,1,1,2
540,1,51.47,1,1,3
540,1,14.37,1,1,1
540,1,12.97,1,1,1
439,2,26.73,3,3,2
540,1,9.98,1,1,1
20,3,74.67,4,3,3
197,6,232.72,4,4,4
26,3,35.52,4,3,2
68,9,187.76,4,4,4
540,1,39.5,1,1,2
165,2,35.73,4,3,2
540,1,25.14,1,1,2
536,2,116.39,1,3,4
14,12,313.22,4,4,4
540,1,156.0,1,1,4
540,1,9.99,1,1,1
540,1,67.84,1,1,3
540,1,26.94,1,1,2
407,2,471.1,3,3,4
540,1,13.77,1,1,1
57,6,161.92,4,4,4
334,5,194.58,3,4,4
242,3,82.48,3,3,3
518,1,8.97,1,1,1
540,1,39.51,1,1,2
540,1,27.96,1,1,2
290,3,51.74,3,3,3
540,1,27.99,1,1,2
540,1,14.37,1,1,1
540,1,11.77,1,1,1
540,1,32.76,1,1,2
540,1,40.53,1,1,2
540,1,13.97,1,1,1
540,1,14.96,1,1,1
18,6,176.47,4,4,4
540,1,33.33,1,1,2
540,1,106.99,1,1,4
534,2,87.85,1,3,3
456,2,65.07,3,3,3
88,3,29.24,4,3,2
214,2,55.94,3,3,3
371,2,39.36,3,3,2
540,1,13.97,1,1,1
540,1,12.49,1,1,1
540,1,29.33,1,1,2
128,2,45.65,4,3,3
540,1,13.99,1,1,1
540,1,11.77,1,1,1
40,13,938.45,4,4,4
213,3,44.82,3,3,3
540,1,12.99,1,1,1
540,1,41.94,1,1,2
540,1,13.97,1,1,1
425,2,61.0,3,3,3
355,2,58.25,3,3,3
540,1,24.99,1,1,2
35,4,110.01,4,4,4
540,1,209.96,1,1,4
540,1,8.77,1,1,1
4,19,747.25,4,4,4
540,1,52.93,1,1,3
177,2,36.98,4,3,2
474,3,153.64,2,3,4
46,7,364.32,4,4,4
537,1,166.3,1,1,4
540,1,44.88,1,1,3
492,2,38.5,2,3,2
540,1,11.77,1,1,1
129,2,189.38,4,3,4
317,2,177.23,3,3,4
540,1,27.77,1,1,2
159,3,34.32,4,3,2
28,6,433.19,4,4,4
114,5,122.39,4,4,4
67,3,1615.72,4,3,4
272,3,137.17,3,3,4
109,10,535.06,4,4,4
368,2,106.16,3,3,3
83,6,176.86,4,4,4
199,3,471.44,4,3,4
357,3,49.28,3,3,3
540,1,18.99,1,1,1
540,1,11.77,1,1,1
93,2,33.95,4,3,2
540,1,18.74,1,1,1
184,2,20.96,4,3,2
540,1,61.48,1,1,3
497,1,17.3,2,1,1
540,1,14.96,1,1,1
145,3,142.18,4,3,4
540,1,8.79,1,1,1
540,1,13.97,1,1,1
514,2,129.41,1,3,4
540,1,14.37,1,1,1
540,1,32.98,1,1,2
540,1,9.98,1,1,1
540,1,28.93,1,1,2
13,3,127.05,4,3,4
540,1,31.52,1,1,2
491,2,22.54,2,3,2
540,1,24.99,1,1,2
235,3,43.31,3,3,2
540,1,13.97,1,1,1
540,1,9.77,1,1,1
540,1,36.51,1,1,2
540,1,33.56,1,1,2
103,3,315.66,4,3,4
55,11,232.45,4,4,4
540,1,19.77,1,1,1
34,5,161.29,4,4,4
34,3,71.47,4,3,3
260,2,59.43,3,3,3
23,7,265.45,4,4,4
540,1,13.77,1,1,1
540,1,30.73,1,1,2
540,1,14.96,1,1,1
540,1,15.36,1,1,1
540,1,16.7,1,1,1
526,2,73.23,1,3,3
536,1,12.49,1,1,1
216,2,43.98,3,3,3
531,1,60.31,1,1,3
40,8,340.64,4,4,4
540,1,29.73,1,1,2
540,1,43.35,1,1,2
539,1,28.37,1,1,2
206,2,54.62,4,3,3
540,1,15.36,1,1,1
540,1,28.93,1,1,2
540,1,27.45,1,1,2
16,11,362.23,4,4,4
540,1,14.37,1,1,1
56,10,166.54,4,4,4
391,9,359.18,3,4,4
540,1,15.36,1,1,1
224,6,200.29,3,4,4
15,3,132.61,4,3,4
481,3,102.57,2,3,3
532,1,15.36,1,1,1
337,4,81.59,3,4,3
537,2,25.74,1,3,2
540,1,5.78,1,1,1
519,2,29.73,1,3,2
540,1,23.99,1,1,2
540,1,50.27,1,1,3
540,1,163.52,1,1,4
528,2,66.65,1,3,3
352,3,225.56,3,3,4
540,1,24.14,1,1,2
540,1,36.31,1,1,2
79,4,417.24,4,4,4
148,4,45.99,4,4,3
157,3,193.88,4,3,4
540,1,5.99,1,1,1
540,1,13.77,1,1,1
480,3,91.68,2,3,3
17,11,386.47,4,4,4
540,1,14.37,1,1,1
159,3,106.22,4,3,3
540,1,14.77,1,1,1
540,1,32.78,1,1,2
448,2,175.38,3,3,4
261,3,56.72,3,3,3
3,6,93.38,4,4,3
531,2,27.94,1,3,2
540,1,14.37,1,1,1
540,1,24.99,1,1,2
540,1,33.76,1,1,2
200,4,126.07,4,4,4
540,1,11.77,1,1,1
540,1,13.97,1,1,1
98,5,166.03,4,4,4
5,16,482.21,4,4,4
540,1,25.94,1,1,2
540,1,12.49,1,1,1
540,1,9.99,1,1,1
60,7,106.31,4,4,3
540,1,30.53,1,1,2
11,2,20.77,4,3,2
540,1,27.76,1,1,2
540,1,14.96,1,1,1
301,3,101.58,3,3,3
540,1,66.46,1,1,3
475,3,75.66,2,3,3
416,3,119.47,3,3,4
31,17,654.98,4,4,4
540,1,26.3,1,1,2
124,3,73.82,4,3,3
540,1,38.98,1,1,2
540,1,38.6,1,1,2
137,3,55.19,4,3,3
540,1,15.96,1,1,1
327,2,232.48,3,3,4
539,1,20.99,1,1,2
276,2,64.47,3,3,3
36,9,339.46,4,4,4
515,2,38.98,1,3,2
522,1,14.37,1,1,1
510,1,5.78,1,1,1
508,2,24.74,1,3,2
539,1,14.79,1,1,1
539,1,12.97,1,1,1
539,1,10.77,1,1,1
539,1,26.74,1,1,2
207,2,61.99,4,3,3
539,1,26.78,1,1,2
486,5,61.27,2,4,3
521,2,41.7,1,3,2
539,1,9.97,1,1,1
539,1,45.98,1,1,3
507,2,43.89,1,3,3
392,4,68.38,3,4,3
236,4,209.65,3,4,4
16,6,411.89,4,4,4
539,1,11.77,1,1,1
539,1,41.98,1,1,2
539,1,38.33,1,1,2
342,2,69.45,3,3,3
0,4,158.97,4,4,4
538,2,130.47,1,3,4
539,1,22.74,1,1,2
507,1,26.14,1,1,2
357,4,70.84,3,4,3
232,2,116.81,3,3,4
503,2,47.89,2,3,3
197,21,607.63,4,4,4
264,5,137.7,3,4,4
539,1,12.49,1,1,1
339,5,445.91,3,4,4
539,1,13.97,1,1,1
371,2,99.65,3,3,3
539,1,29.33,1,1,2
539,1,35.8,1,1,2
539,1,16.7,1,1,1
290,8,508.81,3,4,4
51,4,208.42,4,4,4
463,2,58.89,3,3,3
507,1,28.99,1,1,2
539,1,27.94,1,1,2
150,2,88.82,4,3,3
539,1,14.79,1,1,1
538,2,39.98,1,3,2
3,10,234.43,4,4,4
272,5,131.33,3,4,4
18,4,137.25,4,4,4
21,8,97.97,4,4,3
78,5,342.19,4,4,4
36,2,24.76,4,3,2
342,5,332.88,3,4,4
456,2,42.31,3,3,2
395,3,73.86,3,3,3
300,7,153.05,3,4,4
109,10,1327.23,4,4,4
539,1,25.14,1,1,2
539,1,14.99,1,1,1
0,17,705.86,4,4,4
30,9,386.45,4,4,4
539,1,28.34,1,1,2
139,4,132.6,4,4,4
330,3,68.04,3,3,3
109,6,243.23,4,4,4
539,1,30.32,1,1,2
236,3,121.09,3,3,4
29,4,123.2,4,4,4
276,4,56.98,3,4,3
89,5,176.05,4,4,4
539,1,15.99,1,1,1
487,3,91.93,2,3,3
16,13,357.39,4,4,4
28,6,310.14,4,4,4
539,1,19.99,1,1,1
62,8,142.62,4,4,4
147,16,458.16,4,4,4
535,1,11.77,1,1,1
537,2,30.55,1,3,2
150,2,45.52,4,3,3
536,1,29.99,1,1,2
539,1,19.99,1,1,1
117,5,79.31,4,4,3
539,1,65.33,1,1,3
539,1,12.97,1,1,1
539,1,26.99,1,1,2
539,1,30.72,1,1,2
539,1,14.79,1,1,1
539,1,55.05,1,1,3
56,7,362.85,4,4,4
532,2,45.63,1,3,3
539,1,17.99,1,1,1
167,4,374.86,4,4,4
524,2,41.1,1,3,2
539,1,29.13,1,1,2
428,5,65.66,3,4,3
488,2,117.02,2,3,4
429,2,35.31,3,3,2
118,5,160.08,4,4,4
166,12,578.84,4,4,4
539,1,15.36,1,1,1
56,6,135.27,4,4,4
539,1,26.99,1,1,2
234,2,39.8,3,3,2
32,5,134.26,4,4,4
535,2,51.3,1,3,3
539,1,79.99,1,1,3
503,2,57.36,2,3,3
259,8,137.18,3,4,4
117,5,144.7,4,4,4
126,2,63.46,4,3,3
278,4,103.6,3,4,3
146,8,274.83,4,4,4
539,1,31.0,1,1,2
212,5,136.88,3,4,4
539,1,99.99,1,1,3
538,1,98.42,1,1,3
539,1,13.97,1,1,1
539,1,50.97,1,1,3
220,4,273.59,3,4,4
339,3,57.05,3,3,3
59,9,226.64,4,4,4
510,2,87.67,1,3,3
188,2,95.1,4,3,3
525,3,113.58,1,3,4
539,1,17.9,1,1,1
21,13,446.88,4,4,4
539,1,41.99,1,1,2
289,3,52.91,3,3,3
539,1,70.42,1,1,3
536,1,13.77,1,1,1
445,3,49.34,3,3,3
539,1,4.79,1,1,1
201,5,128.87,4,4,4
109,19,536.04,4,4,4
539,1,34.98,1,1,2
539,1,14.37,1,1,1
13,7,214.43,4,4,4
90,3,149.08,4,3,4
539,1,13.97,1,1,1
71,7,160.9,4,4,4
531,3,51.47,1,3,3
442,3,76.2,3,3,3
539,1,19.99,1,1,1
351,5,80.64,3,4,3
539,1,39.37,1,1,2
539,1,29.99,1,1,2
528,3,82.59,1,3,3
539,1,21.77,1,1,2
15,11,332.6,4,4,4
538,1,12.49,1,1,1
63,6,154.1,4,4,4
74,4,211.79,4,4,4
539,1,25.99,1,1,2
20,13,904.76,4,4,4
13,22,515.7,4,4,4
524,2,171.65,1,3,4
505,2,136.83,2,3,4
539,1,12.49,1,1,1
539,1,89.77,1,1,3
28,12,381.96,4,4,4
218,7,196.07,3,4,4
281,5,159.39,3,4,4
526,1,9.97,1,1,1
210,4,302.7,3,4,4
115,2,71.32,4,3,3
474,2,116.97,2,3,4
539,1,30.32,1,1,2
158,2,86.37,4,3,3
507,3,79.7,1,3,3
292,5,111.54,3,4,4
62,2,26.84,4,3,2
17,7,97.35,4,4,3
539,1,28.53,1,1,2
539,1,21.37,1,1,2
384,3,59.05,3,3,3
23,11,447.95,4,4,4
539,1,30.97,1,1,2
212,4,176.1,3,4,4
498,2,58.89,2,3,3
539,1,9.97,1,1,1
72,9,120.18,4,4,4
539,1,11.77,1,1,1
539,1,17.54,1,1,1
202,13,642.44,4,4,4
213,2,95.11,3,3,3
539,1,23.54,1,1,2
0,51,1182.27,4,4,4
539,1,11.77,1,1,1
207,6,257.65,3,4,4
77,2,33.92,4,3,2
12,19,683.79,4,4,4
527,1,35.31,1,1,2
222,4,147.27,3,4,4
539,1,44.97,1,1,3
539,1,20.97,1,1,2
539,1,18.76,1,1,1
176,6,274.86,4,4,4
539,1,11.77,1,1,1
539,1,10.77,1,1,1
537,1,24.98,1,1,2
74,3,77.08,4,3,3
539,1,46.37,1,1,3
219,9,267.57,3,4,4
519,2,32.06,1,3,2
521,1,13.97,1,1,1
34,15,432.6,4,4,4
539,1,30.92,1,1,2
539,1,44.98,1,1,3
539,1,28.13,1,1,2
60,11,1004.86,4,4,4
500,1,15.36,2,1,1
539,1,57.16,1,1,3
539,1,29.33,1,1,2
539,1,9.99,1,1,1
421,2,121.56,3,3,4
539,1,23.99,1,1,2
66,6,165.45,4,4,4
539,1,6.79,1,1,1
50,5,63.22,4,4,3
539,1,9.97,1,1,1
19,3,49.33,4,3,3
494,2,46.09,2,3,3
214,5,251.71,3,4,4
19,44,1123.69,4,4,4
539,1,14.99,1,1,1
539,1,12.49,1,1,1
537,1,12.49,1,1,1
29,3,186.33,4,3,4
26,7,417.04,4,4,4
538,1,45.3,1,1,3
341,2,77.94,3,3,3
223,2,59.93,3,3,3
31,8,390.79,4,4,4
538,1,3.99,1,1,1
538,1,11.77,1,1,1
103,3,67.93,4,3,3
38,5,108.38,4,4,4
423,2,56.06,3,3,3
538,1,28.47,1,1,2
538,1,18.99,1,1,1
538,1,15.36,1,1,1
523,2,21.54,1,3,2
538,1,18.76,1,1,1
29,8,210.75,4,4,4
328,2,38.93,3,3,2
324,5,93.32,3,4,3
538,1,14.37,1,1,1
509,1,105.89,1,1,3
222,11,597.58,3,4,4
538,1,29.67,1,1,2
506,2,105.34,1,3,3
529,2,35.0,1,3,2
523,2,33.27,1,3,2
110,4,279.28,4,4,4
15,10,534.95,4,4,4
365,4,170.12,3,4,4
219,3,108.12,3,3,4
1,34,1275.18,4,4,4
532,1,14.79,1,1,1
21,6,272.8,4,4,4
538,1,95.61,1,1,3
538,1,23.54,1,1,2
180,5,140.19,4,4,4
431,2,112.08,3,3,4
538,1,83.71,1,1,3
66,4,97.3,4,4,3
498,3,177.19,2,3,4
272,2,93.53,3,3,3
233,2,166.27,3,3,4
534,1,44.29,1,1,3
133,2,30.95,4,3,2
370,2,30.72,3,3,2
538,1,31.54,1,1,2
538,1,11.77,1,1,1
495,2,38.5,2,3,2
538,1,10.77,1,1,1
538,1,65.98,1,1,3
538,1,12.99,1,1,1
505,1,14.96,2,1,1
63,19,999.69,4,4,4
538,1,16.99,1,1,1
465,1,72.82,3,1,3
477,1,30.72,2,1,2
451,5,190.15,3,4,4
538,1,98.96,1,1,3
538,1,6.77,1,1,1
538,1,23.54,1,1,2
21,2,78.42,4,3,3
412,2,121.44,3,3,4
538,1,9.98,1,1,1
524,2,72.42,1,3,3
538,1,9.97,1,1,1
538,1,134.28,1,1,4
538,1,11.99,1,1,1
521,2,24.98,1,3,2
2,8,136.17,4,4,4
236,4,125.82,3,4,4
538,1,11.77,1,1,1
57,2,68.28,4,3,3
538,1,6.77,1,1,1
538,1,14.99,1,1,1
538,1,73.3,1,1,3
538,1,27.94,1,1,2
358,2,104.75,3,3,3
103,3,127.81,4,3,4
538,1,52.87,1,1,3
538,1,20.99,1,1,2
85,17,911.51,4,4,4
172,4,107.03,4,4,4
535,1,53.46,1,1,3
29,32,1866.68,4,4,4
487,2,55.67,2,3,3
15,3,43.95,4,3,3
221,6,129.55,3,4,4
538,1,33.71,1,1,2
538,1,6.79,1,1,1
405,3,128.95,3,3,4
538,1,14.37,1,1,1
538,1,32.31,1,1,2
487,2,32.35,2,3,2
538,1,53.72,1,1,3
367,4,54.65,3,4,3
538,1,18.99,1,1,1
531,1,41.7,1,1,2
538,1,14.79,1,1,1
46,4,167.92,4,4,4
242,3,42.34,3,3,2
538,1,30.95,1,1,2
441,4,62.93,3,4,3
204,4,177.7,4,4,4
7,24,1168.37,4,4,4
113,4,301.62,4,4,4
538,1,69.23,1,1,3
4,9,241.14,4,4,4
513,2,58.66,1,3,3
440,3,204.33,3,3,4
56,9,565.24,4,4,4
538,1,56.91,1,1,3
538,1,9.77,1,1,1
152,2,101.04,4,3,3
538,1,17.9,1,1,1
538,1,19.99,1,1,1
538,1,5.96,1,1,1
95,2,24.11,4,3,2
28,9,258.09,4,4,4
97,2,72.19,4,3,3
530,2,58.69,1,3,3
538,1,25.76,1,1,2
538,1,24.96,1,1,2
538,1,13.77,1,1,1
490,2,83.3,2,3,3
335,3,61.7,3,3,3
48,30,958.55,4,4,4
538,1,24.76,1,1,2
526,2,27.34,1,3,2
54,15,489.18,4,4,4
538,1,14.37,1,1,1
538,1,51.68,1,1,3
461,2,22.76,3,3,2
95,3,105.77,4,3,3
537,1,55.5,1,1,3
538,1,24.98,1,1,2
538,1,13.77,1,1,1
538,1,50.27,1,1,3
378,4,100.61,3,4,3
123,4,894.52,4,4,4
538,1,11.77,1,1,1
538,1,24.14,1,1,2
538,1,59.86,1,1,3
261,2,161.91,3,3,4
538,1,25.77,1,1,2
3,8,1302.81,4,4,4
510,2,121.4,1,3,4
538,1,46.28,1,1,3
508,2,39.98,1,3,2
462,2,74.61,3,3,3
268,2,25.48,3,3,2
538,1,15.36,1,1,1
103,6,117.63,4,4,4
537,1,15.36,1,1,1
68,3,51.16,4,3,3
80,4,61.96,4,4,3
21,6,122.69,4,4,4
311,2,29.73,3,3,2
538,1,15.99,1,1,1
538,1,21.55,1,1,2
102,3,50.24,4,3,3
245,2,22.48,3,3,2
538,1,12.49,1,1,1
538,1,14.96,1,1,1
538,1,64.99,1,1,3
307,3,132.86,3,3,4
368,4,64.45,3,4,3
100,7,146.03,4,4,4
538,1,15.9,1,1,1
538,1,12.49,1,1,1
376,2,32.31,3,3,2
538,1,71.49,1,1,3
538,1,13.77,1,1,1
26,3,111.39,4,3,4
526,2,123.55,1,3,4
538,1,8.97,1,1,1
538,1,15.96,1,1,1
538,1,74.22,1,1,3
538,1,12.49,1,1,1
419,3,37.11,3,3,2
538,1,51.37,1,1,3
538,1,37.3,1,1,2
538,1,12.9,1,1,1
538,1,24.98,1,1,2
536,1,18.99,1,1,1
536,1,72.33,1,1,3
202,2,212.24,4,3,4
386,5,253.25,3,4,4
319,2,37.91,3,3,2
538,1,70.43,1,1,3
538,1,10.77,1,1,1
538,1,93.57,1,1,3
538,1,14.37,1,1,1
538,1,54.48,1,1,3
538,1,122.77,1,1,4
537,1,22.99,1,1,2
538,1,10.0,1,1,1
538,1,12.49,1,1,1
476,2,88.58,2,3,3
538,1,15.36,1,1,1
2,37,2010.98,4,4,4
538,1,37.89,1,1,2
538,1,45.95,1,1,3
528,2,55.3,1,3,3
463,3,57.32,3,3,3
3,13,379.87,4,4,4
538,1,18.36,1,1,1
538,1,13.97,1,1,1
198,18,500.92,4,4,4
427,2,140.09,3,3,4
538,1,14.37,1,1,1
538,1,66.03,1,1,3
74,3,91.5,4,3,3
538,1,15.9,1,1,1
538,1,29.99,1,1,2
27,36,1110.22,4,4,4
86,2,74.53,4,3,3
538,1,11.77,1,1,1
137,7,367.88,4,4,4
538,1,21.77,1,1,2
538,1,6.79,1,1,1
470,2,48.08,3,3,3
378,2,61.41,3,3,3
538,1,9.99,1,1,1
538,1,24.98,1,1,2
83,16,820.39,4,4,4
537,1,13.97,1,1,1
394,10,270.49,3,4,4
537,1,77.63,1,1,3
537,1,26.94,1,1,2
229,6,181.86,3,4,4
264,4,91.39,3,4,3
374,2,31.76,3,3,2
335,5,252.05,3,4,4
531,1,46.88,1,1,3
163,4,71.9,4,4,3
536,1,33.37,1,1,2
100,2,106.84,4,3,4
537,1,44.53,1,1,3
537,1,17.96,1,1,1
494,4,213.16,2,4,4
537,1,11.77,1,1,1
